mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3768143177032471,0.021208609737883816,0.18177356719970703,0.007830129812673359,0.8,0.09,rbf,"{'C': 0.8, 'gamma': 0.09, 'kernel': 'rbf'}",0.7040673211781207,0.6732117812061711,0.697054698457223,0.6713483146067416,0.7120786516853933,0.6915521534267299,0.016448762340514733,21
0.3602813720703125,0.01339644141983888,0.181060266494751,0.007698316472618588,0.8,0.08,rbf,"{'C': 0.8, 'gamma': 0.08, 'kernel': 'rbf'}",0.7054698457223001,0.6746143057503506,0.699859747545582,0.6699438202247191,0.7078651685393258,0.6915505775564557,0.016016513204827415,22
0.38428587913513185,0.013467535360575447,0.177651309967041,0.011208140715967195,1.0,0.12,rbf,"{'C': 1, 'gamma': 0.12, 'kernel': 'rbf'}",0.7068723702664796,0.6718092566619915,0.697054698457223,0.6839887640449438,0.7247191011235955,0.6968888381108468,0.018273583555894948,4
0.38393592834472656,0.01423391648416203,0.1808377742767334,0.0074631056260756395,1.0,0.15,rbf,"{'C': 1, 'gamma': 0.15, 'kernel': 'rbf'}",0.7124824684431977,0.6816269284712483,0.699859747545582,0.6839887640449438,0.7205056179775281,0.6996927052964999,0.015295550607034953,1
0.3861565113067627,0.02765804303639476,0.18057632446289062,0.002720699798428724,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7054698457223001,0.6746143057503506,0.6942496493688639,0.6741573033707865,0.7120786516853933,0.6921139511795389,0.015557693805680775,19
0.3658790111541748,0.006213159704545709,0.1755620002746582,0.005991878949433182,1.0,0.09,rbf,"{'C': 1, 'gamma': 0.09, 'kernel': 'rbf'}",0.7082748948106592,0.6774193548387096,0.6942496493688639,0.672752808988764,0.7092696629213483,0.692393274185669,0.015168721983178014,18
0.3704969882965088,0.006197214586124881,0.17474188804626464,0.001655683553958153,1.0,0.08,rbf,"{'C': 1, 'gamma': 0.08, 'kernel': 'rbf'}",0.7040673211781207,0.6661991584852734,0.6942496493688639,0.6741573033707865,0.7106741573033708,0.689869517941283,0.017092429848019834,29
0.4005149841308594,0.014367754600200539,0.17968368530273438,0.007053676025201335,2.0,0.12,rbf,"{'C': 2, 'gamma': 0.12, 'kernel': 'rbf'}",0.7166900420757363,0.6788218793828892,0.6928471248246845,0.6699438202247191,0.7092696629213483,0.6935145058858755,0.017647812014377824,17
0.4030012130737305,0.013387399769339644,0.1848280429840088,0.012277502599846404,2.0,0.15,rbf,"{'C': 2, 'gamma': 0.15, 'kernel': 'rbf'}",0.7096774193548387,0.6746143057503506,0.6942496493688639,0.6783707865168539,0.7134831460674157,0.6940790614116645,0.01578279433578018,13
0.3902400016784668,0.010528555421073811,0.1791104793548584,0.003514890649830169,2.0,0.1,rbf,"{'C': 2, 'gamma': 0.1, 'kernel': 'rbf'}",0.7110799438990182,0.6690042075736325,0.6928471248246845,0.6839887640449438,0.7120786516853933,0.6937997384055344,0.016399422016424914,15
0.44023380279541013,0.04237870798095859,0.18451647758483886,0.0055845572043797115,2.0,0.09,rbf,"{'C': 2, 'gamma': 0.09, 'kernel': 'rbf'}",0.7096774193548387,0.667601683029453,0.6844319775596073,0.6811797752808989,0.7120786516853933,0.6909939013820383,0.017205884656304474,23
0.43064165115356445,0.06904657046549524,0.22946648597717284,0.07226508357916211,2.0,0.08,rbf,"{'C': 2, 'gamma': 0.08, 'kernel': 'rbf'}",0.7068723702664796,0.6718092566619915,0.6872370266479664,0.6783707865168539,0.7106741573033708,0.6909927194793324,0.015368448002061955,24
