mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_degree,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.46598496437072756,0.005983872461738503,0.24257760047912597,0.0046729970133979944,0.1,rbf,,0.001,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5133239831697055,0.5049088359046283,0.5063113604488079,0.5042134831460674,0.5056179775280899,0.5068751280394598,0.0032995954931908096,42
0.49462571144104006,0.004276844883976306,0.2341092586517334,0.008603332869048715,1.0,rbf,,1.0,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.6872370266479664,0.6577840112201964,0.6732117812061711,0.6460674157303371,0.6910112359550562,0.6710622941519455,0.017118757489400803,16
0.3679490566253662,0.0102449568963783,0.173829984664917,0.0041770943806050745,1.0,rbf,,0.1,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7054698457223001,0.6746143057503506,0.6942496493688639,0.6741573033707865,0.7120786516853933,0.6921139511795389,0.015557693805680775,1
0.38149681091308596,0.011786813341204721,0.18651986122131348,0.011084904968212291,1.0,rbf,,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.6984572230014026,0.6718092566619915,0.6830294530154277,0.6573033707865169,0.6825842696629213,0.6786367146256519,0.013634204305428254,10
0.45464262962341306,0.014270958741150218,0.23680405616760253,0.00618600852945431,1.0,rbf,,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.6549789621318373,0.6423562412342216,0.6619915848527349,0.6769662921348315,0.6685393258426966,0.6609664812392644,0.011803255310354761,28
0.5385195255279541,0.02084586268981061,0.24386873245239257,0.01289838552337807,10.0,rbf,,1.0,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.6900420757363254,0.6507713884992987,0.664796633941094,0.6390449438202247,0.6685393258426966,0.6626388735679279,0.017250608561732442,27
0.5136497497558594,0.01041821416859059,0.17718110084533692,0.009112135154316517,10.0,rbf,,0.1,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.6914446002805049,0.6535764375876578,0.6760168302945302,0.6502808988764045,0.6938202247191011,0.6730277983516397,0.01830964101666664,14
0.3853188991546631,0.02063076592248901,0.18442292213439943,0.010104139630139126,10.0,rbf,,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.7026647966339411,0.6746143057503506,0.6816269284712483,0.6741573033707865,0.7008426966292135,0.686781206171108,0.01252179640676414,3
0.4282855987548828,0.03713458807742245,0.22729897499084473,0.030425956286971964,10.0,rbf,,0.001,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.697054698457223,0.6549789621318373,0.6746143057503506,0.6615168539325843,0.6867977528089888,0.6749925146161968,0.015545947127621857,13
0.5539697647094727,0.055945336271945596,0.2511749267578125,0.01586520557505243,100.0,rbf,,1.0,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.6900420757363254,0.6493688639551192,0.6549789621318373,0.6432584269662921,0.6671348314606742,0.6609566320500496,0.016537040561386364,29
1.2149474143981933,0.05894931600025492,0.1507136344909668,0.003600443580483878,100.0,rbf,,0.1,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.664796633941094,0.6465638148667602,0.6563814866760168,0.6278089887640449,0.6587078651685393,0.650851757883291,0.012931446589317198,34
0.5437025547027587,0.014365707318693773,0.16854567527770997,0.004644341680009685,100.0,rbf,,0.01,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.7096774193548387,0.6718092566619915,0.6802244039270687,0.6629213483146067,0.6882022471910112,0.6825669350899034,0.01596182493770135,6
0.3974327087402344,0.012236593457879575,0.1931480884552002,0.007326218435437533,100.0,rbf,,0.001,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.7138849929873773,0.6633941093969145,0.6816269284712483,0.651685393258427,0.6853932584269663,0.6791969365081867,0.021232874912537718,9
0.40547356605529783,0.022268646282701334,0.07268638610839843,0.0008548682047539404,0.1,sigmoid,,1.0,"{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}",0.45722300140252453,0.5133239831697055,0.5133239831697055,0.48314606741573035,0.4845505617977528,0.49031351939108375,0.02115906101606221,48
0.38841948509216306,0.013336286600138258,0.074528169631958,0.0031020953642492844,0.1,sigmoid,,0.1,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.638148667601683,0.6171107994389902,0.6395511921458625,0.6460674157303371,0.6404494382022472,0.636265502623824,0.009948140907126122,36
0.431117582321167,0.007785717502873325,0.08785762786865234,0.002775590991677722,0.1,sigmoid,,0.01,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6423562412342216,0.6479663394109397,0.6619915848527349,0.6853932584269663,0.6629213483146067,0.6601257544478939,0.01492213389158167,30
0.45904994010925293,0.005519966301389587,0.0918149471282959,0.0032885209922454087,0.1,sigmoid,,0.001,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.5049088359046283,0.5049088359046283,0.5049088359046283,0.5042134831460674,0.5042134831460674,0.504630694801204,0.00034065188994219164,44
0.39805283546447756,0.02051905183491382,0.07075166702270508,0.0005118220214967543,1.0,sigmoid,,1.0,"{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}",0.4684431977559607,0.5105189340813464,0.520336605890603,0.49719101123595505,0.48314606741573035,0.4959271632759191,0.018596035855812664,47
0.361093807220459,0.18225162692344313,0.05781831741333008,0.004096385078441236,1.0,sigmoid,,0.1,"{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.541374474053296,0.5399719495091164,0.5553997194950911,0.5603932584269663,0.5168539325842697,0.5427986668137479,0.015175665209086602,39
0.48238520622253417,0.02742309625773142,0.0903315544128418,0.005873029657439334,1.0,sigmoid,,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6872370266479664,0.6493688639551192,0.6661991584852734,0.6615168539325843,0.6797752808988764,0.6688194367839639,0.013399675329670596,23
0.4516127109527588,0.020385482071349152,0.09007225036621094,0.001216182259071561,1.0,sigmoid,,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6423562412342216,0.6479663394109397,0.6619915848527349,0.6853932584269663,0.6629213483146067,0.6601257544478939,0.01492213389158167,30
0.39133315086364745,0.014790928394232811,0.07012200355529785,0.0010609472145068218,10.0,sigmoid,,1.0,"{'C': 10, 'gamma': 1, 'kernel': 'sigmoid'}",0.48246844319775595,0.5133239831697055,0.5189340813464236,0.49719101123595505,0.4887640449438202,0.5001363127787322,0.01398161396894283,45
0.2504265308380127,0.059898661371483246,0.0510197639465332,0.006115271477953088,10.0,sigmoid,,0.1,"{'C': 10, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.520336605890603,0.5231416549789621,0.5511921458625526,0.547752808988764,0.5575842696629213,0.5400014970767606,0.01526715146546252,40
0.40252108573913575,0.01518832980624006,0.0741239070892334,0.0020390250572897574,10.0,sigmoid,,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.7026647966339411,0.6451612903225806,0.6619915848527349,0.6587078651685393,0.675561797752809,0.668817466946121,0.019491224342889593,24
0.39364256858825686,0.004223633200102442,0.07583622932434082,0.000734694708866166,10.0,sigmoid,,0.001,"{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.6872370266479664,0.6535764375876578,0.6718092566619915,0.6629213483146067,0.6797752808988764,0.6710638700222198,0.011917434529779742,15
0.5236061096191407,0.062417004185323297,0.09603719711303711,0.010995461936898175,100.0,sigmoid,,1.0,"{'C': 100, 'gamma': 1, 'kernel': 'sigmoid'}",0.48246844319775595,0.511921458625526,0.520336605890603,0.49719101123595505,0.48735955056179775,0.4998554139023275,0.014357026523610138,46
0.28562169075012206,0.019681443883545688,0.05552554130554199,0.004882392632418166,100.0,sigmoid,,0.1,"{'C': 100, 'gamma': 0.1, 'kernel': 'sigmoid'}",0.520336605890603,0.5189340813464236,0.5525946704067322,0.5463483146067416,0.5561797752808989,0.5388786895062798,0.01603026674540821,41
0.6353167057037353,0.022576631311309357,0.06858386993408203,0.0006501416924113713,100.0,sigmoid,,0.01,"{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}",0.667601683029453,0.6143057503506312,0.638148667601683,0.6502808988764045,0.648876404494382,0.6438426808705107,0.017527870719761352,35
0.38321452140808104,0.005111421406989413,0.07053461074829101,0.0010924543743476595,100.0,sigmoid,,0.001,"{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.7026647966339411,0.6507713884992987,0.6718092566619915,0.6530898876404494,0.675561797752809,0.670779425437698,0.01872885379964143,18
