,vote_average,runtime,original_language,genres,year,season,rating,revenue_adj,budget_adj
228,7.12,117,en,"Action, Crime",2010,Spring,R,139564399.8,40626341.22
229,6.939,115,en,"Action, Science Fiction",2004,Summer,PG-13,589474393,203714902.8
230,7.933,122,en,"Crime, Drama, Thriller",2007,Summer,R,266577647,38830922.46
231,7.289,105,en,"Thriller, Action, Drama, Science Fiction",2011,Summer,PG-13,689352348.1,132770873.2
232,7.43,116,en,"Thriller, Crime",2001,Winter,PG-13,809283106.6,152621359.2
233,7.944,107,en,"Mystery, Thriller, Drama",1999,Summer,PG-13,1287463775,76542909.31
234,7.905,122,fr,"Comedy, Romance",2001,Spring,R,312284764.9,17955454.03
235,8.168,169,en,"Action, Crime, Drama",1983,Winter,R,212246775.4,80368098.16
236,8.091,153,en,"Drama, Thriller, Crime",2013,Fall,R,166738884.8,62803543.51
237,8.352,119,en,Drama,1998,Summer,R,46450123.32,38910891.09
238,7.541,112,en,"Horror, Thriller",2013,Summer,R,437448855.7,17748827.51
239,7.598,126,en,"Romance, Drama",2014,Spring,PG-13,412854411.9,18817011.23
240,7.88,123,en,"Romance, Drama",2004,Summer,PG-13,196250838,49231101.51
241,7.945,134,en,"Drama, History",2013,Fall,R,255310057.3,27305888.48
242,8.076,149,en,"Science Fiction, Mystery, Adventure",1968,Spring,G,663131004.8,110639296.2
243,6.953,109,en,"Action, Thriller, Science Fiction",2011,Fall,PG-13,248310936.6,57105751.9
244,7.645,95,en,"Animation, Family, Adventure, Fantasy, Romance",1992,Fall,G,1147526349,63745112.24
245,8.242,130,en,"Drama, Comedy",2018,Fall,PG-13,405514570.3,29173710.09
246,7.599,100,en,"Animation, Family",2010,Fall,PG,859626874.4,377244597
247,7.662,143,en,"Adventure, Drama",2000,Winter,PG-13,800215316.6,167630331.8
248,6.996,104,en,"Adventure, Action, Science Fiction",2000,Summer,PG-13,551949924.7,139691943.1
249,6.916,98,en,"Animation, Comedy, Family",2013,Summer,PG,1325375789,103762376.2
250,7.24,90,en,"Action, Adventure, Animation, Family, Comedy",2008,Summer,PG,940972568.1,193632745.9
251,6.8,143,en,"Adventure, Science Fiction, Action",2007,Summer,PG-13,1102347417,232985534.7
252,7.512,115,en,"Science Fiction, Adventure, Family, Fantasy",1982,Summer,PG,2643778931,35007423.12
253,7.387,94,en,"Action, Thriller",2008,Winter,PG-13,337860197.9,37237066.52
254,6.548,129,en,"Action, Adventure, Science Fiction, Thriller",2018,Summer,PG-13,1662224513,215631770.3
255,7.842,117,en,"Comedy, Crime",1998,Spring,R,91460983.37,29183168.32
256,7.306,130,en,"Science Fiction, Action, Drama, Thriller",2014,Summer,PG-13,955157627.3,228492279.3
257,8.312,128,en,Drama,1989,Summer,PG,612340383.7,42577704.38
258,6.876,134,en,"Fantasy, Adventure, Family",2018,Fall,PG-13,830633748.2,253684435.6
259,7.775,131,en,"Action, Thriller",1988,Summer,R,382518974.6,76086430.42
260,6.83,129,en,"Crime, Thriller, Action, Mystery",2016,Summer,PG-13,444431698.8,119434736.4
261,7.412,103,en,"Comedy, Family",1990,Fall,PG,1176370972,44420722.14
262,7.039,138,en,"Adventure, Action, Thriller, Science Fiction",2003,Spring,R,1278017314,259548706.7
263,6.892,86,en,"Family, Animation, Adventure, Comedy",2005,Spring,PG,893680509.6,123649711.6
264,7.86,123,en,"Drama, Romance",2014,Fall,PG-13,166297605.6,20161083.47
265,7.703,118,en,"Crime, Drama, Thriller",2014,Fall,R,67606833.22,11424613.96
266,6.817,131,en,"Action, Thriller, Crime",2013,Spring,PG-13,1076781728,218447107.9
267,6.618,124,en,"Action, Science Fiction, Adventure, Mystery",2013,Spring,PG-13,390704355.7,163835330.9
268,6.706,101,en,"Fantasy, Comedy",2003,Spring,PG-13,838503024.7,138425976.9
269,7.994,116,en,Drama,2008,Winter,R,402098099.7,49152927.8
270,7.238,137,en,"Action, Thriller, Crime",2015,Spring,PG-13,2038549705,255602100.1
271,6.395,91,en,"Family, Animation, Adventure, Comedy",2015,Summer,PG,1556120332,99550291.6
272,7.543,144,en,"Adventure, Action, Thriller",2006,Fall,PG-13,949773322.4,237821482.6
273,7.53,126,en,"Adventure, Fantasy, Action, Thriller, Science Fiction",1997,Spring,PG-13,521536798.2,177850408.5
274,7.734,120,en,"Drama, Romance",2008,Fall,R,563635940.9,22342239.91
275,7,104,en,"Animation, Family",2013,Summer,G,1015177785,273058884.8
276,7.186,105,en,"Thriller, Mystery, Science Fiction",2011,Spring,PG-13,231063370.5,38546382.53
277,6.533,148,en,"Action, Adventure, Thriller",2015,Fall,PG-13,1184748840,329592181.7
278,7.8,103,en,Drama,2012,Fall,PG-13,46328105.35,18031897.29
279,7.757,118,es,"Fantasy, Drama, War",2006,Fall,R,132003965,30124054.46
280,7.239,104,en,"Adventure, Fantasy, Family",1995,Winter,PG,549775235.8,135968063.9
281,7.654,192,en,"Science Fiction, Adventure, Action",2022,Winter,PG-13,2492267470,494103177.3
282,7.126,143,en,"Adventure, Family, Fantasy",2005,Winter,PG,1228275424,296759307.8
283,7.4,102,en,"Thriller, Drama, Crime",2000,Spring,R,63823505.46,13037914.69
284,6.254,107,en,"Adventure, Action, Thriller, Science Fiction",2009,Spring,PG-13,555504868.5,223355735.2
285,6.468,102,en,Comedy,2011,Spring,R,837690420.6,114211503.8
286,7.13,129,en,"Adventure, Action, Crime, Mystery",2011,Fall,PG-13,477711029.3,178455474.7
287,6.887,136,en,"Action, Crime, Thriller",2017,Spring,PG-13,1600237232,323671239
288,7.447,131,en,"Action, Thriller, Crime",2019,Spring,R,408075650.6,68697559.12
289,6.514,118,en,"Action, Adventure, Fantasy",2017,Spring,PG-13,733636870.9,239516716.8
290,7.465,119,en,"Adventure, Comedy, Science Fiction",1990,Spring,PG,603449545.5,98712715.86
291,6.51,106,en,"Action, Comedy, Science Fiction",2012,Spring,PG-13,865568210.2,312090530.1
292,6.7,131,en,"Science Fiction, Action, Thriller, Adventure",2015,Fall,PG-13,420123830.3,82061726.86
293,8.136,117,en,"Drama, War",1987,Summer,R,131068824.9,84820143.88
294,7,108,en,"Action, Crime",2020,Winter,R,250296372.4,91405623.11
295,6.878,109,en,"Action, Comedy, Crime",2012,Spring,R,279612763.9,58256898.95
296,8.42,133,en,Drama,1975,Fall,R,657652838,18103646.83
297,6.877,118,en,"Action, Thriller, Science Fiction",2012,Fall,R,65250500.96,41612070.68
298,8.195,106,en,"Drama, Crime, Thriller",1995,Summer,R,48826273.98,12550898.2
299,7.5,157,en,"Crime, Drama, Mystery, Thriller",2007,Spring,R,131692610.1,100960398.4
300,6.677,120,en,"Action, Comedy, Drama, Thriller",2005,Summer,PG-13,803373025.2,181352910.3
301,6.972,141,en,"Action, Adventure, Comedy",2017,Fall,R,531989494.8,134647235.4
302,7.659,124,en,"Horror, Thriller, Adventure",1975,Summer,PG,2840178564,42241842.61
303,6.6,108,en,"Action, Adventure, Comedy, Family, Fantasy",2006,Winter,PG,910825902.2,174402420.6
304,6.361,119,en,"Action, Adventure, Science Fiction, Thriller",2015,Spring,PG-13,399549840.1,147980163.2
305,7.851,135,en,"Drama, Romance",2001,Winter,PG-13,568828783.6,104141633.4
306,8.15,101,en,"Animation, Family, Comedy, Fantasy, Drama",2020,Winter,PG,166217398.7,182811246.2
307,7.114,127,en,"Adventure, Fantasy, Romance, Family",2019,Spring,PG,1316874752,228575514.9
308,7.789,155,en,"Science Fiction, Adventure",2021,Fall,PG-13,483204309.7,198316397.9
309,8.081,115,en,"Crime, Drama",2017,Winter,R,207398212.6,19420274.34
310,7.029,133,en,"Adventure, Action, Science Fiction",2003,Spring,PG-13,705473368.2,190335718.2
311,6.822,127,en,"Fantasy, Adventure",2016,Fall,PG-13,393447808.6,145975788.9
312,6.937,101,en,"Romance, Comedy, Crime, Fantasy",1994,Summer,PG-13,756072661.8,49461012.31
313,7.146,163,en,"Adventure, History, War, Action",2004,Spring,R,844414997.1,297084233.3
314,7.272,95,en,"Comedy, Drama, Romance",2009,Summer,PG-13,90506044.47,11167786.76
315,7.932,177,en,"Action, Drama, History, War",1995,Spring,R,446009170.4,150610778.4
316,7.1,118,en,"Adventure, Drama, Family",2019,Summer,PG,2077258558,324752097.6
317,7.432,127,en,"Science Fiction, Action, Adventure",2009,Spring,PG-13,574292930.5,223355735.2
318,7.847,127,en,"Adventure, Action",1989,Spring,PG-13,1231045548,124617671.3
319,7.303,134,en,"Action, Adventure, Science Fiction",2021,Summer,PG-13,456429554,240383512.6
320,8.437,109,en,"Horror, Drama, Thriller",1960,Summer,R,343372013.7,8658844.259
321,7.734,84,en,"Romance, Family, Animation, Fantasy",1991,Fall,G,992643534.4,58395245.17
322,6.706,114,en,"Mystery, Drama, Crime",2017,Fall,PG-13,456757189.2,71207672.57
323,6.359,88,en,"Action, Adventure, Comedy, Science Fiction",2002,Summer,PG-13,790234526,248537549.4
324,7.069,133,en,"Action, Thriller, Adventure",2011,Winter,PG-13,991803247.9,207008350.6
325,6.965,106,en,"Action, Crime, Thriller",2001,Summer,PG-13,372187698.6,68230725.3
326,6.833,97,en,"Science Fiction, Action, Adventure",2021,Fall,PG-13,609208253.3,132210931.9
328,7.9,117,en,Drama,2006,Winter,PG-13,486863850.5,87201210.29
329,6.71,129,en,"Adventure, Action, Thriller, Science Fiction",2003,Fall,R,735367603.4,259548706.7
330,7.5,100,en,"Family, Adventure, Animation, Comedy, Fantasy",2019,Summer,G,1340719791,218583142.6
331,6.688,91,en,"Animation, Family, Comedy, Adventure",2006,Spring,PG,1047998028,126838124.1
332,7.661,114,en,"Action, Science Fiction, Thriller",2021,Spring,PG-13,565040790.1,240383512.6
333,7.272,103,en,"Family, Animation, Adventure, Comedy, Fantasy",2019,Fall,PG,1811151108,187356979.4
334,6.365,142,en,"Adventure, Action, Science Fiction",2019,Winter,PG-13,1341656145,312261632.3
335,7.81,148,en,"Adventure, Drama",2007,Fall,R,87377562.27,23298553.47
336,8,94,en,"Drama, Crime",1996,Winter,R,33580282.07,8145077.72
337,6.406,104,en,"Adventure, Action, Science Fiction, Thriller",2006,Spring,PG-13,728303802.8,332950075.6
338,6.396,126,en,"Action, Science Fiction, Adventure, Fantasy",2013,Summer,PG-13,567198834.4,163835330.9
339,8.058,127,en,"Drama, History",2016,Winter,PG,313127221.2,33176315.66
340,6.345,92,en,"Fantasy, Action",2008,Summer,PG-13,937545071.8,223422399.1
341,7.673,102,en,"Fantasy, Action, Adventure, Animation, Comedy, Family",2014,Summer,PG,835391319.8,194890473.5
342,7.915,88,en,"Animation, Family, Adventure",1998,Summer,G,592068613,175099009.9
343,6.902,127,ko,"Action, Science Fiction, Drama",2013,Summer,R,118451458.8,53519541.43
344,7.345,99,en,"Action, Science Fiction, Comedy, Family",2020,Winter,PG,389650816.3,103593039.5
345,6.868,145,en,"Action, Adventure, Science Fiction",1996,Summer,PG-13,1664448446,152720207.3
346,7.958,132,en,Drama,2004,Winter,PG-13,367983209,50928725.7
347,7.908,105,en,Drama,2017,Winter,PG,560397491.5,108753536.3
348,7.034,132,en,"Action, Comedy, Fantasy",2019,Spring,PG-13,457251014.7,99923722.35
349,5.775,106,en,"Action, Adventure, Fantasy, Science Fiction",2005,Summer,PG-13,549888293.9,164866282.1
350,7.933,137,en,"Action, Thriller, Science Fiction",1986,Summer,R,525863991.4,53069343.07
351,7.191,150,en,"Action, Thriller, Science Fiction",2020,Summer,PG-13,445211324.6,249842036.5
352,8.042,108,en,"Comedy, War, Drama",2019,Fall,PG-13,103007249.8,17486651.41
353,7.423,112,en,Science Fiction,2009,Summer,R,313918461.4,44671147.04
354,8.402,119,ja,"Fantasy, Animation, Adventure",2004,Fall,PG,400723777.5,40742980.56
355,8.033,118,en,"Drama, Thriller",2015,Fall,R,47625072.06,17488564.74
356,6.705,120,en,"Comedy, Family, Adventure",1992,Fall,PG,817291678.8,40979000.72
357,6.721,149,en,"Thriller, Mystery",2006,Spring,PG-13,1217361333,198184568.8
358,7.463,119,en,"Action, Drama, Mystery, Thriller",2002,Summer,PG-13,379968153.7,106516092.6
359,6.003,131,en,"Adventure, Fantasy, Drama, Romance",2009,Fall,PG-13,1056960231,74451911.74
360,7.63,102,en,"Animation, Comedy, Family, Fantasy",2021,Fall,PG,304085143.5,60095878.16
361,7.134,106,en,"Thriller, Drama, Mystery",2000,Fall,PG-13,462134699.3,139691943.1
362,7.328,132,en,"Action, Adventure, Science Fiction",2013,Spring,PG-13,638091164.4,259405940.6
363,7.705,177,en,"Crime, Mystery, Thriller",2022,Spring,PG-13,828101439.3,198715408.3
364,6.138,107,en,"Action, Adventure, Crime",2017,Winter,PG-13,448152165.3,110048221.2
365,6.969,95,en,"Adventure, Animation, Comedy, Family",1998,Fall,G,706736295,233465346.5
366,8.055,134,en,"Comedy, Crime",2021,Spring,PG-13,280651638,240383512.6
367,7.294,118,en,"Adventure, Action",1984,Spring,PG,1027430815,86390579
368,7.333,163,en,"Action, Mystery, Science Fiction",2009,Spring,R,275857709,193574970.5
369,7.841,76,en,"Fantasy, Animation, Family",1993,Fall,PG,166756368.8,52914446
370,7.589,132,en,"Action, Adventure, Fantasy",2021,Fall,PG-13,519520804.2,180287634.5
371,7.219,122,en,"Action, Science Fiction, Adventure",2019,Winter,PG-13,505839541.7,212337910
372,6.289,123,en,"Action, Drama, Science Fiction",2014,Spring,PG-13,711116452.5,215051557
373,6.468,115,en,"Adventure, Fantasy, Drama, Romance",2012,Fall,PG-13,1150917267,166448282.7
374,8.382,150,en,"Drama, War",2002,Fall,R,213161028.8,62134387.35
375,7.4,103,en,"Horror, Mystery, Crime",2004,Fall,R,176402962.9,2037149.028
376,6.906,124,en,"Adventure, Action, Fantasy",1999,Spring,PG-13,795827129.8,153085818.6
377,7.344,131,en,"Comedy, Drama",2015,Winter,R,179387615.6,37667677.9
378,6.287,93,en,"Fantasy, Adventure, Animation, Comedy, Family",2007,Spring,PG,1263352226,248517903.7
379,7.801,103,en,"Crime, Comedy",2000,Fall,R,155631486.7,18625592.42
380,6.814,110,en,"Comedy, Crime",2013,Summer,R,368621465.2,50515893.69
381,6.201,117,en,"Adventure, Fantasy, Romance",2011,Fall,PG-13,1016727733,157040817.7
382,6.214,124,en,"Adventure, Fantasy, Drama, Romance",2010,Summer,PG-13,1013469564,98663971.53
383,6.499,109,en,"Science Fiction, Action, Drama, Thriller",2013,Summer,R,390666302.2,157008858.8
384,7.527,77,en,"Romance, Fantasy, Animation",2005,Fall,PG,194761900.5,65946512.85
385,7.19,131,en,"Action, Adventure",2015,Summer,PG-13,918441083.7,201791131.6
386,7.247,132,en,"Thriller, Action, Crime",2014,Fall,R,258506404.1,73923972.71
387,7.74,118,en,"Drama, History",2010,Fall,R,600996418.8,21764111.37
388,7.467,107,en,"Comedy, Fantasy",1984,Summer,PG,913849044.5,92561334.64
389,6.211,100,en,Comedy,2013,Spring,R,494236679.9,140625325.7
390,6.968,110,en,"Adventure, Action, Thriller",1996,Spring,PG-13,932064045.7,162901554.4
391,7,91,en,"Animation, Comedy, Family, Fantasy",2012,Fall,PG,497091697.4,117900866.9
392,6.229,114,en,"Action, Drama, Thriller",2015,Spring,PG-13,637647642.5,147980163.2
393,7.16,140,en,"Drama, Science Fiction, War",2017,Summer,PG-13,635327494.7,194202743.4
394,6.854,169,en,"Horror, Fantasy",2019,Fall,R,590952047.8,98674675.82
395,6.398,115,en,"Science Fiction, Horror",2018,Winter,R,54632103.81,50736887.12
396,7.3,145,en,"Action, Thriller, Science Fiction, Mystery",2002,Summer,PG-13,636208062.9,181077357.4
397,7.932,117,en,"Drama, History",2013,Fall,R,76096852.82,6826472.121
398,7.355,126,en,"Fantasy, Action, Adventure",2022,Spring,PG-13,1026634482,214827468.4
399,6.2,149,en,"Science Fiction, Action, Adventure",2009,Summer,PG-13,1245288175,297807647
400,6.931,123,en,"Adventure, Comedy, Fantasy",2019,Winter,PG-13,1001353020,156130816.2
401,7.186,97,en,Comedy,2004,Spring,PG-13,220905515.6,28859611.23
402,6.563,135,en,"Science Fiction, Adventure, Action",2018,Spring,PG-13,498429504.8,317105544.5
403,5.924,126,en,"Science Fiction, Action, Thriller, Adventure",2015,Summer,PG-13,592732575.5,208517502.7
404,6.25,86,en,"Science Fiction, Horror, Thriller",2013,Spring,R,121959876.4,4095883.273
405,7.271,94,en,"Drama, Comedy",2017,Fall,R,102236721.4,12946849.56
406,7.39,122,en,"Action, Crime, Thriller",2015,Fall,R,114176710.1,40358226.33
407,6.478,151,en,"Action, Adventure, Fantasy",2020,Winter,PG-13,206699845,243748328.3
408,6.1,122,en,"Science Fiction, Horror, Mystery",2017,Spring,R,311878941.6,125584440.7
409,6.677,129,en,"Thriller, Drama, Science Fiction",2019,Winter,PG-13,308513292.4,24980930.59
410,8.274,120,ko,"Drama, Thriller, Mystery, Action",2003,Fall,R,26291579.74,5190974.133
411,7.905,123,en,"Drama, Romance, Fantasy",2013,Fall,R,118917757.4,16383533.09
412,7.137,106,en,"Romance, Drama",2019,Spring,PG-13,86805719.84,17486651.41
413,6.985,111,en,"Crime, Comedy, Action",2018,Summer,PG-13,377633015.8,88789552.46
414,7.3,118,en,"Comedy, Drama, Romance",2011,Summer,PG-13,207121968.2,71382189.87
415,7.293,134,en,"Horror, Thriller",2016,Summer,R,427091120.7,53082105.05
416,7.814,129,en,"Drama, History",2015,Fall,R,132765453.6,26905484.22
417,7.54,99,en,"Horror, Comedy",2004,Spring,R,51093551.43,10355507.56
418,8.473,161,it,Western,1966,Winter,R,384596226.4,11864150.94
419,7.275,120,en,"Drama, Thriller",2012,Fall,R,322251508.4,61724571.5
420,6.527,129,en,"Adventure, Action, Science Fiction",1997,Spring,PG-13,1222502208,144256442.5
421,6.183,154,en,"Action, Science Fiction, Adventure",2011,Summer,PG-13,1604377646,278390540.5
422,6.496,117,en,"Adventure, Thriller, Science Fiction",2005,Summer,PG-13,995583160,217623492.4
423,7,110,en,"Romance, Drama, Action",1986,Spring,PG,1023608950,43029197.08
424,7.297,94,en,"Thriller, Science Fiction, Mystery",2011,Spring,PG-13,210338611,45684601.52
425,7.557,132,en,"Action, Comedy, Adventure",2021,Summer,R,202784436.3,222354749.2
426,6.737,94,en,"Animation, Comedy, Family, Adventure",2009,Summer,PG,1320310573,134013441.1
427,7.6,129,en,"Science Fiction, Thriller, Mystery",1995,Winter,R,353185327.4,60662674.65
428,6.86,106,en,"Family, Adventure, Drama, Fantasy",2016,Spring,PG,1282663512,232234209.6
429,6.266,86,en,"Adventure, Comedy, Animation, Family",2016,Summer,PG,1161778754,99528946.97
430,7.55,115,en,"Comedy, Adventure, Science Fiction",2021,Summer,PG-13,398467640.8,132210931.9
431,5.998,122,en,"Adventure, Action",2008,Spring,PG-13,1171680731,275554292.2
432,7.865,95,en,"Animation, Comedy, Fantasy, Adventure, Family",2021,Summer,PG,59795964.87,240383512.6
433,7.251,130,en,"Action, Thriller, Crime",2011,Spring,PG-13,893901568,178455474.7
434,5.92,165,en,"Science Fiction, Action, Adventure",2014,Summer,PG-13,1483928420,282255168.5
435,6.066,107,en,"Science Fiction, Drama, Action",2017,Spring,PG-13,219839992.6,142415345.1
436,6.981,127,en,"Action, Science Fiction, Drama",2011,Fall,PG-13,427248829.2,157040817.7
437,7.139,124,en,"Thriller, Action, Crime",2020,Winter,R,519799701.2,109686747.7
438,8.26,131,en,"Action, Drama",2022,Spring,PG-13,1599103515,182603348.1
439,6.092,116,en,"Comedy, Action, Crime",2017,Spring,R,230268459.8,89333261.96
440,7.4,124,en,"Thriller, Action, Crime",2005,Spring,R,261698547.5,65946512.85
441,8.202,146,en,Drama,2011,Summer,PG-13,309283484.5,35691094.94
442,7.414,147,en,"Action, Adventure",2018,Summer,PG-13,1004155801,225779147.7
443,6.705,105,en,"Drama, Romance",2018,Winter,R,467169731.1,69763219.79
444,5.982,127,en,"Adventure, Fantasy, Drama",2012,Spring,PG-13,550111574.3,235801733.8
445,6.927,156,en,"Science Fiction, Action, Adventure",2021,Fall,PG-13,483248863.6,240383512.6
446,8.282,147,en,"Drama, War",1979,Summer,R,690483162.5,145001464.1
447,7.751,98,en,"Comedy, Drama",1985,Winter,R,153549893.5,2980094.787
448,6.842,112,en,"Crime, Comedy, Action",2014,Summer,R,445336661.9,67203611.55
449,7.114,108,en,"Animation, Comedy, Family, Music",2016,Fall,PG,841552651.1,99528946.97
450,6.776,120,en,"Crime, Action, Science Fiction",2015,Spring,R,140446019.6,65918436.33
451,6.509,124,en,"Action, Adventure, Science Fiction, Thriller",2004,Spring,PG-13,938174304.1,212203023.8
452,6.999,87,en,"Animation, Comedy, Family",2007,Summer,PG-13,818662787.3,116492767.4
453,8.155,113,en,"Drama, Family",2017,Fall,PG,396092960.9,25893699.12
454,6.648,109,en,"Romance, Comedy",2011,Summer,R,213493058.5,49967532.91
455,8.083,127,en,"Drama, Romance",2005,Fall,PG,200504692.7,46162558.99
456,7.58,97,en,"Comedy, Romance, Drama",1999,Spring,PG-13,102334360.3,30617163.72
457,5.592,92,en,"Adventure, Fantasy, Action, Thriller",2007,Summer,PG,468942615.1,201920796.8
458,6.981,104,en,"Thriller, Science Fiction, Drama, Horror",2016,Spring,PG-13,146263756.7,19905789.39
459,7.5,119,en,"Comedy, Romance",1990,Spring,R,1143602281,34549450.55
460,5.419,116,en,"Action, Adventure, Science Fiction",2016,Winter,PG-13,319418721.9,165881578.3
461,6.875,105,en,"Romance, Comedy, Crime",2015,Winter,R,207122403.6,67398237.96
462,6.829,151,en,"Action, Thriller, Science Fiction, Adventure",1998,Summer,PG-13,1077441730,272376237.6
463,6.314,106,en,"Adventure, Action, Thriller, Crime",2008,Fall,PG-13,878169905,297896532.1
464,7.355,83,en,"Animation, Family, Fantasy",1989,Fall,G,548690254.3,103848059.5
465,6.353,118,en,"Action, Adventure, Fantasy",2018,Spring,PG-13,348373169.7,119231684.7
466,6.869,187,en,"Adventure, Drama, Action",2005,Winter,PG-13,927147710.4,341273204
467,6.608,95,en,"Horror, Fantasy",2012,Spring,R,98539124.13,41612070.68
468,7.867,98,en,"Crime, Drama, Thriller",1996,Spring,R,123422311.8,14253886.01
469,7.506,107,en,"Science Fiction, Action, Adventure, Thriller",1987,Summer,R,277835613.6,42410071.94
470,6.492,118,en,"Drama, Romance",2017,Winter,R,490462257.4,71207672.57
471,7.606,101,en,"Romance, Fantasy, Drama, Comedy",1993,Winter,PG,156701830.3,32189621.32
472,7.72,122,en,Horror,1973,Winter,R,3257697992,88563380.28
473,7.33,128,en,"Comedy, Drama",2004,Summer,PG-13,372488039.8,101857451.4
474,7.418,100,en,"Animation, Family, Adventure, Comedy, Fantasy",2014,Winter,PG,630585858,80644333.86
475,7.108,116,en,"Comedy, Crime, Action",2016,Spring,R,83323269.59,66352631.31
476,8.338,134,ja,"Adventure, Fantasy, Animation",1997,Summer,PG-13,333963544.9,46438717.79
477,7.135,138,en,"Science Fiction, Comedy, Drama",2021,Winter,R,951754.0473,90143817.24
478,6.227,103,en,"Thriller, Adventure, Action",2010,Summer,R,398240281.5,116075260.6
479,7.442,117,en,"Drama, Thriller",2016,Fall,R,38820241.28,29858684.09
480,7.469,113,en,"Action, Comedy, Romance",2010,Summer,PG-13,69645156.38,123329964.4
481,7.2,126,en,"Fantasy, Action, Crime",1989,Summer,PG-13,1067944688,90867052.02
482,7.1,143,en,"Science Fiction, Action, Adventure, Thriller",2018,Winter,PG-13,365527986.1,78642175.04
483,7.8,119,en,"Drama, Romance",1976,Fall,PG,1273718101,5654676.259
484,7.421,115,en,"Action, Drama, Mystery, Thriller",2007,Summer,PG-13,687810790.6,108726582.9
485,6.567,95,en,"Comedy, Romance",1999,Summer,R,450613855.5,21049300.06
486,8.073,86,ja,"Fantasy, Animation, Family",1988,Spring,G,111412273.1,10054278.31
487,6.08,106,en,"Animation, Family, Adventure, Comedy",2011,Summer,G,799269800.6,285528759.5
488,7.172,114,en,"Adventure, Comedy, Drama, Fantasy",2013,Winter,PG,256857375.5,122876498.2
489,5.716,105,en,"Action, Comedy, Science Fiction",2015,Summer,PG-13,329423765.4,118384130.6
490,6.36,88,en,"Animation, Comedy, Adventure, Family",2012,Summer,PG,1216799062,131771557.1
491,7.521,136,en,"Comedy, Crime, Drama",2018,Summer,R,118485124.4,19026332.67
492,6.256,113,en,"Action, Science Fiction, Horror",2018,Summer,PG-13,672919934.5,190263326.7
493,7.068,94,en,"Adventure, Drama, Thriller",2010,Fall,R,51788312.4,26116933.64
494,7.2,112,en,"Family, Animation, Comedy, Adventure",2018,Fall,PG,671406252.8,221973881.2
495,7.53,143,en,"Drama, Thriller, Action",2006,Winter,R,272258664.3,158547655.1
496,6.625,136,en,"Adventure, Science Fiction, Action",2017,Summer,PG-13,292564283.7,229418174.2
497,7.315,108,en,"Action, Drama, Thriller",2004,Summer,PG-13,489764947.2,127321814.3
498,8.01,153,en,"Drama, Action, History",2019,Fall,PG-13,281670247,121906941.3
499,6.21,118,en,"Adventure, Fantasy, Family",2010,Winter,PG,328634032.1,137839372
500,7.854,100,en,"Animation, Family, Fantasy",2009,Winter,PG,185534164,89342294.09
501,7.413,133,en,"Action, Drama",2015,Fall,PG-13,233495990.6,49775145.8
502,7.554,121,en,"Crime, Action, Comedy",2007,Winter,R,125150158.8,18638842.78
503,7.009,89,en,"Thriller, Horror",2016,Summer,R,211064600.3,13137821
504,6.286,115,en,"Comedy, Fantasy",2015,Summer,R,290395742.2,91478646.34
505,7.56,113,en,"Science Fiction, Thriller",2004,Winter,R,163075236.3,22069114.47
506,7.274,128,en,"Horror, Mystery, Thriller",2018,Summer,R,104683582.5,12684221.78
507,7.535,94,en,"Fantasy, Comedy, Romance",2011,Spring,PG-13,215744415.7,24269944.56
508,7.501,93,en,"Animation, Family, Fantasy, Adventure, Comedy, Romance",1997,Summer,G,499388337.9,167969830.3
509,6.848,138,en,"Drama, Crime",2013,Winter,R,342923467.6,54611776.97
510,6.423,104,en,"Horror, Science Fiction, Mystery, Thriller",2017,Spring,R,130169963.7,75091727.44
511,5.167,114,en,"Adventure, Action, Thriller, Science Fiction",2011,Summer,PG-13,313869162.1,285528759.5
512,6.483,108,en,"Action, Crime, Thriller",2003,Summer,PG-13,408963389.2,131504678
513,5.734,89,en,"Adventure, Animation, Comedy, Fantasy",2016,Summer,R,186723367.1,25213999.9
514,6.97,116,en,"Horror, Thriller, Mystery",2019,Spring,R,319839783.7,24980930.59
515,7.171,126,en,"Adventure, Drama, Family",2011,Fall,PG,265213616.7,242699445.6
516,7.394,110,en,"Romance, Comedy",1978,Summer,PG,914595988.6,30182400
517,6.044,113,en,"Comedy, Fantasy",2012,Spring,PG-13,340563102.6,208060353.4
518,6.351,93,en,"Comedy, Adventure, Fantasy, Animation, Family",2010,Spring,PG,1091979272,239405225
519,7.775,93,en,"Animation, Family, Adventure, Fantasy, Comedy",2023,Spring,PG,1398884223,103183459.1
520,5.507,110,en,"Fantasy, Thriller, Action, Adventure, Horror",2017,Summer,PG-13,529826005.1,161835619.5
521,7.048,96,en,"Comedy, Drama, Romance",2007,Winter,PG-13,360929822.3,11649276.74
522,7.392,102,en,"Drama, Romance",2003,Fall,R,207161146.5,6921298.844
523,6.564,125,en,"Thriller, Crime",2004,Winter,PG-13,615803464.5,186738660.9
524,8.429,130,pt,"Drama, Crime",2002,Summer,R,54397360.18,5858385.093
525,7.761,125,en,"Adventure, Fantasy, Drama",2003,Winter,PG-13,213207883.9,121122729.8
526,6.844,99,en,"Comedy, Romance",2004,Winter,PG-13,333554093.4,127321814.3
527,6.68,107,en,"Action, Crime, Drama, Thriller",2009,Spring,PG-13,540765476.1,126568250
529,7.124,111,en,"Drama, Music",2002,Fall,R,431168405,72785996.61
530,6.741,104,en,"Family, Comedy, Fantasy",2000,Fall,PG,644115899.1,229094786.7
